"","GISJOIN","count","name","county","total_units","total_pct_occupied","total_occupied","total_pct_reported","total_reported","total_months_since_report","total_people_reporting","total_people_per_unit","total_rent_per_month","total_spending_per_month","total_hh_income","total_person_income","total_pct_lt5k","total_pct_5k_lt10k","total_pct_10k_lt15k","total_pct_15k_lt20k","total_pct_ge20k","total_pct_wage_major","total_pct_welfare_major","total_pct_other_major","total_pct_median","total_pct_lt50_median","total_pct_lt30_median","total_pct_2adults","total_pct_1adult","total_pct_female_head","total_pct_female_head_child","total_pct_disabled_lt62","total_pct_disabled_ge62","total_pct_disabled_all","total_pct_lt24_head","total_pct_age25_50","total_pct_age51_61","total_pct_age62plus","total_pct_age85plus","total_pct_minority","total_pct_black_nonhsp","total_pct_native_american_nonhsp","total_pct_asian_pacific_nonhsp","total_pct_white_nothsp","total_pct_black_hsp","total_pct_wht_hsp","total_pct_oth_hsp","total_pct_hispanic","total_pct_multi","total_months_waiting","total_months_from_movein","total_pct_utility_allow","total_pct_lt5kave_util_allow","pg2_units","pg2_pct_occupied","pg2_occupied_units","pg2_pct_reported","pg2_reported_units","pg2_months_since_report","pg2_people_reporting","pg2_people_per_unit","pg2_rent_per_month","pg2_spending_per_month","pg2_hh_income","pg2_person_income","pg2_pct_lt5k","pg2_pct_5k_lt10k","pg2_pct_10k_lt15k","pg2_pct_15k_lt20k","pg2_pct_ge20k","pg2_pct_wage_major","pg2_pct_welfare_major","pg2_pct_other_major","pg2_pct_median","pg2_pct_lt50_median","pg2_pct_lt30_median","pg2_pct_2adults","pg2_pct_1adult","pg2_pct_female_head","pg2_pct_female_head_child","pg2_pct_disabled_lt62","pg2_pct_disabled_ge62","pg2_pct_disabled_all","pg2_pct_lt24_head","pg2_pct_age25_50","pg2_pct_age51_61","pg2_pct_age62plus","pg2_pct_age85plus","pg2_pct_minority","pg2_pct_black_nonhsp","pg2_pct_native_american_nonhsp","pg2_pct_asian_pacific_nonhsp","pg2_pct_white_nothsp","pg2_pct_black_hsp","pg2_pct_wht_hsp","pg2_pct_oth_hsp","pg2_pct_hispanic","pg2_pct_multi","pg2_months_waiting","pg2_months_from_movein","pg2_pct_utility_allow","pg2_pct_lt5kave_util_allow","pg2_pct_bed1","pg2_pct_bed2","pg2_pct_bed3","pg2_pct_overhoused","pg2_tpoverty","pg2_tminority","pg2_tpct_ownsfd","pg3_units","pg3_pct_occupied","pg3_occupied_units","pg3_pct_reported","pg3_reported_units","pg3_months_since_report","pg3_people_reporting","pg3_people_per_unit","pg3_rent_per_month","pg3_spending_per_month","pg3_hh_income","pg3_person_income","pg3_pct_lt5k","pg3_pct_5k_lt10k","pg3_pct_10k_lt15k","pg3_pct_15k_lt20k","pg3_pct_ge20k","pg3_pct_wage_major","pg3_pct_welfare_major","pg3_pct_other_major","pg3_pct_median","pg3_pct_lt50_median","pg3_pct_lt30_median","pg3_pct_2adults","pg3_pct_1adult","pg3_pct_female_head","pg3_pct_female_head_child","pg3_pct_disabled_lt62","pg3_pct_disabled_ge62","pg3_pct_disabled_all","pg3_pct_lt24_head","pg3_pct_age25_50","pg3_pct_age51_61","pg3_pct_age62plus","pg3_pct_age85plus","pg3_pct_minority","pg3_pct_black_nonhsp","pg3_pct_native_american_nonhsp","pg3_pct_asian_pacific_nonhsp","pg3_pct_white_nothsp","pg3_pct_black_hsp","pg3_pct_wht_hsp","pg3_pct_oth_hsp","pg3_pct_hispanic","pg3_pct_multi","pg3_months_waiting","pg3_months_from_movein","pg3_pct_utility_allow","pg3_pct_lt5kave_util_allow","pg4_units","pg4_pct_occupied","pg4_occupied_units","pg4_pct_reported","pg4_reported_units","pg4_months_since_report","pg4_people_reporting","pg4_people_per_unit","pg4_rent_per_month","pg4_spending_per_month","pg4_hh_income","pg4_person_income","pg4_pct_lt5k","pg4_pct_5k_lt10k","pg4_pct_10k_lt15k","pg4_pct_15k_lt20k","pg4_pct_ge20k","pg4_pct_wage_major","pg4_pct_welfare_major","pg4_pct_other_major","pg4_pct_median","pg4_pct_lt50_median","pg4_pct_lt30_median","pg4_pct_2adults","pg4_pct_1adult","pg4_pct_female_head","pg4_pct_female_head_child","pg4_pct_disabled_lt62","pg4_pct_disabled_ge62","pg4_pct_disabled_all","pg4_pct_lt24_head","pg4_pct_age25_50","pg4_pct_age51_61","pg4_pct_age62plus","pg4_pct_age85plus","pg4_pct_minority","pg4_pct_black_nonhsp","pg4_pct_native_american_nonhsp","pg4_pct_asian_pacific_nonhsp","pg4_pct_white_nothsp","pg4_pct_black_hsp","pg4_pct_wht_hsp","pg4_pct_oth_hsp","pg4_pct_hispanic","pg4_pct_multi","pg4_months_waiting","pg4_months_from_movein","pg4_pct_utility_allow","pg4_pct_lt5kave_util_allow","pg5_units","pg5_pct_occupied","pg5_occupied_units","pg5_pct_reported","pg5_reported_units","pg5_months_since_report","pg5_people_reporting","pg5_people_per_unit","pg5_rent_per_month","pg5_spending_per_month","pg5_hh_income","pg5_person_income","pg5_pct_lt5k","pg5_pct_5k_lt10k","pg5_pct_10k_lt15k","pg5_pct_15k_lt20k","pg5_pct_ge20k","pg5_pct_wage_major","pg5_pct_welfare_major","pg5_pct_other_major","pg5_pct_median","pg5_pct_lt50_median","pg5_pct_lt30_median","pg5_pct_2adults","pg5_pct_1adult","pg5_pct_female_head","pg5_pct_female_head_child","pg5_pct_disabled_lt62","pg5_pct_disabled_ge62","pg5_pct_disabled_all","pg5_pct_lt24_head","pg5_pct_age25_50","pg5_pct_age51_61","pg5_pct_age62plus","pg5_pct_age85plus","pg5_pct_minority","pg5_pct_black_nonhsp","pg5_pct_native_american_nonhsp","pg5_pct_asian_pacific_nonhsp","pg5_pct_white_nothsp","pg5_pct_black_hsp","pg5_pct_wht_hsp","pg5_pct_oth_hsp","pg5_pct_hispanic","pg5_pct_multi","pg5_months_waiting","pg5_months_from_movein","pg5_pct_utility_allow","pg5_pct_lt5kave_util_allow","pg7_units","pg7_reported","pg7_pct_reported","pg8_units","pg8_pct_occupied","pg8_occupied_units","pg8_pct_reported","pg8_reported_units","pg8_months_since_report","pg8_people_reporting","pg8_people_per_unit","pg8_rent_per_month","pg8_spending_per_month","pg8_hh_income","pg8_person_income","pg8_pct_lt5k","pg8_pct_5k_lt10k","pg8_pct_10k_lt15k","pg8_pct_15k_lt20k","pg8_pct_ge20k","pg8_pct_wage_major","pg8_pct_welfare_major","pg8_pct_other_major","pg8_pct_median","pg8_pct_lt50_median","pg8_pct_lt30_median","pg8_pct_2adults","pg8_pct_1adult","pg8_pct_female_head","pg8_pct_female_head_child","pg8_pct_disabled_lt62","pg8_pct_disabled_ge62","pg8_pct_disabled_all","pg8_pct_lt24_head","pg8_pct_age25_50","pg8_pct_age51_61","pg8_pct_age62plus","pg8_pct_age85plus","pg8_pct_minority","pg8_pct_black_nonhsp","pg8_pct_native_american_nonhsp","pg8_pct_asian_pacific_nonhsp","pg8_pct_white_nothsp","pg8_pct_black_hsp","pg8_pct_wht_hsp","pg8_pct_oth_hsp","pg8_pct_hispanic","pg8_pct_multi","pg8_months_waiting","pg8_months_from_movein","pg8_pct_utility_allow","pg8_pct_lt5kave_util_allow","pg9_units","pg9_pct_occupied","pg9_occupied_units","pg9_pct_reported","pg9_reported_units","pg9_months_since_report","pg9_people_reporting","pg9_people_per_unit","pg9_rent_per_month","pg9_spending_per_month","pg9_hh_income","pg9_person_income","pg9_pct_lt5k","pg9_pct_5k_lt10k","pg9_pct_10k_lt15k","pg9_pct_15k_lt20k","pg9_pct_ge20k","pg9_pct_wage_major","pg9_pct_welfare_major","pg9_pct_other_major","pg9_pct_median","pg9_pct_lt50_median","pg9_pct_lt30_median","pg9_pct_2adults","pg9_pct_1adult","pg9_pct_female_head","pg9_pct_female_head_child","pg9_pct_disabled_lt62","pg9_pct_disabled_ge62","pg9_pct_disabled_all","pg9_pct_lt24_head","pg9_pct_age25_50","pg9_pct_age51_61","pg9_pct_age62plus","pg9_pct_age85plus","pg9_pct_minority","pg9_pct_black_nonhsp","pg9_pct_native_american_nonhsp","pg9_pct_asian_pacific_nonhsp","pg9_pct_white_nothsp","pg9_pct_black_hsp","pg9_pct_wht_hsp","pg9_pct_oth_hsp","pg9_pct_hispanic","pg9_pct_multi","pg9_months_waiting","pg9_months_from_movein","pg9_pct_utility_allow","pg9_pct_lt5kave_util_allow"
"228","3401732250",1,"Hoboken City","017",2778,90,2500.2,89.3808495320374,2483,6,4381,1.76439790575916,509,1464,21885,12404,3,6,34,14,43,28,1,64,23,92,75,1,22,73,20,22,35,19,2,30,16,53,7,78,15,0,0,21,2,54,6,62,2,22,188,49,61,1152,95,1094.4,96.0343567251462,1051,6,2183,2.07706945765937,476,1018,21093,10155,4,7,31,14,44,34,1,51,22,93,77,1,34,76,31,19,53,19,3,42,18,37,4,89,30,0,0,11,3,55,0,58,5,26,236,0,1041,35,45,19,14,10,48,1,821,0.74,607.54,103.203081278599,627,6,1004,1.60127591706539,535,1152,22070,13783,3,5,38,12,41,24,1,72,24,92,74,0,14,73,13,33,45,29,1,23,15,61,6,75,7,0,0,25,2,65,0,67,0,13,165,65,58,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,0.98,788.9,102.040816326531,805,6,1194,1.4832298136646,533,2324,22776,15356,3,5,34,17,42,23,0,74,25,92,73,2,12,71,11,20,16,13,1,19,13,68,11,65,3,0,1,31,2,43,17,62,0,0,144,100,61,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"229","3401736000",1,"Jersey City","017",12601,92,11592.92,93.4529005634473,11776,6,23329,1.98106317934783,495,1373,20930,10565,6,8,34,13,39,32,2,62,22,93,77,4,27,74,27,26,39,21,1,37,18,44,5,86,45,0,4,12,3,27,6,36,0,30,143,73,93,2251,94,2115.94,98.3959847632731,2082,7,4267,2.04947166186359,612,874,27558,13447,4,5,29,13,50,39,1,56,28,85,67,6,22,71,23,25,48,22,1,34,21,44,5,90,63,0,1,10,2,23,0,25,0,52,189,45,98,39,29,31,22,20,83,9,6282,0.9,5653.8,102.426686476352,5791,6,12491,2.15696770851321,477,1221,19638,9105,7,9,32,13,40,32,4,60,20,96,79,3,34,78,34,31,60,25,1,45,20,33,2,88,49,0,2,12,3,34,0,37,1,26,117,86,103,8,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3985,0.95,3785.75,100.799049065575,3816,7,6469,1.69523060796646,460,1882,19367,11424,6,7,40,13,33,28,1,68,21,94,79,4,19,69,18,14,19,11,1,27,14,58,8,80,29,0,9,14,3,21,18,42,1,0,157,68,72,0,0,,76,0.99,75.24,102.33918128655,77,6,92,1.19480519480519,395,1181,16901,14146,0,5,56,17,22,6,0,94,20,97,84,0,0,58,0,0,26,22,0,0,0,100,12,84,16,0,32,8,0,14,22,36,1,0,111,100,46,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"230","3401736510",1,"Kearny Town","017",187,98,183.26,101.604278074866,190,6,269,1.41578947368421,448,782,19044,13451,2,5,41,20,32,13,1,85,21,96,85,1,8,71,8,39,14,16,1,13,11,76,15,67,2,0,1,29,1,45,18,64,0,16,107,98,64,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0.97,62.08,106.314432989691,66,7,129,1.95454545454545,565,1189,23380,11962,3,9,32,12,43,35,2,62,24,89,76,3,23,76,24,39,95,33,2,38,30,30,0,80,6,0,2,20,2,70,2,73,0,16,131,94,94,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,123,0.99,121.77,101.831321343516,124,6,140,1.12903225806452,386,573,16735,14823,1,3,46,24,26,1,1,98,20,100,90,0,0,69,0,0,1,1,0,0,0,100,23,60,0,0,1,34,1,31,27,59,0,0,95,100,48,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"231","3401752470",1,"North Bergen Township","017",2404,91,2187.64,97.504159733777,2344,7,3760,1.60409556313993,519,1246,22345,13930,4,6,38,15,38,28,0,70,24,92,76,2,14,74,14,26,32,22,1,18,18,63,8,81,1,0,1,18,0,73,6,80,0,11,148,44,76,985,100,985,99.3908629441624,979,7,1308,1.33605720122574,472,618,21530,16114,1,6,47,15,32,16,0,84,24,93,81,1,5,66,6,43,27,25,1,8,10,81,11,81,0,0,1,19,0,78,1,80,1,15,126,0,18,85,12,3,1,28,85,9,625,0.71,443.75,130.929577464789,581,5,1087,1.87091222030981,524,1779,21040,11246,5,6,36,14,38,33,2,65,22,94,77,3,22,84,23,36,45,27,1,27,24,48,4,81,3,0,1,19,1,76,1,77,1,7,133,94,74,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,0.97,769.21,101.792748404207,783,7,1363,1.74074074074074,574,1739,24310,13965,6,7,28,15,45,41,0,58,26,88,69,2,18,77,17,10,33,14,1,23,24,52,8,82,1,0,0,17,0,65,16,81,0,0,186,62,78,0,0,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"232","3401766570",1,"Secaucus Town","017",538,98,527.24,98.8847583643123,532,4,867,1.6296992481203,574,737,24396,14970,2,6,28,14,49,26,0,73,26,92,65,3,16,73,18,22,10,10,0,23,16,61,9,46,2,0,5,54,1,36,2,39,1,14,73,79,80,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,0.98,527.24,100.902814657461,532,4,867,1.6296992481203,574,737,24396,14970,2,6,28,14,49,26,0,73,26,92,65,3,16,73,18,22,10,10,0,23,16,61,9,46,2,0,5,54,1,36,2,39,1,14,73,79,80,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"233","3401774630",1,"Union City","017",1681,92,1546.52,93.6942296252231,1575,6,2712,1.72190476190476,486,1137,20411,11854,2,6,42,14,36,29,1,69,22,96,81,2,16,79,16,29,32,23,0,17,21,61,9,90,2,0,0,10,4,81,2,87,1,55,165,77,67,455,98,445.9,100.022426553039,446,6,823,1.84529147982063,577,873,25023,13560,1,7,34,11,48,39,0,61,26,93,72,2,17,78,17,18,23,17,0,18,26,56,5,85,1,0,0,15,1,83,0,84,1,84,201,78,38,33,52,15,27,19,88,5,928,0.87,807.36,102.804201347602,830,5,1513,1.82289156626506,466,1047,19095,10475,2,7,44,13,34,32,2,66,20,97,84,2,21,84,21,31,50,29,0,23,25,52,6,89,3,0,0,11,4,82,0,86,1,50,162,95,82,2,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0.98,231.28,102.473192666897,237,6,297,1.25316455696203,419,2080,17617,14058,1,5,52,18,24,8,0,91,20,98,86,0,1,63,1,89,9,12,0,2,6,92,21,97,1,0,1,2,14,80,2,96,0,0,120,3,61,0,0,,60,0.98,58.8,100.340136054422,59,7,69,1.16949152542373,368,666,15558,13303,2,5,51,24,19,0,2,98,18,100,92,0,0,68,0,0,20,17,0,0,0,100,27,98,0,0,0,0,0,56,42,98,0,0,127,100,52,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"234","3401777930",1,"Weehawken Township","017",517,81,418.77,81.0444874274662,419,7,677,1.61575178997613,504,1084,21273,13166,3,6,32,16,42,33,0,65,23,95,75,2,15,75,15,20,27,18,1,21,19,60,9,74,2,0,0,26,7,62,3,72,0,10,120,100,70,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,0.79,356.29,99.6379353897106,355,8,566,1.5943661971831,485,922,20398,12794,3,6,33,17,41,33,1,65,22,97,77,2,15,75,15,21,26,19,1,20,20,59,8,72,2,0,0,28,8,60,2,70,1,10,113,100,71,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,66,96.969696969697,64,2,111,1.734375,607,1959,26128,15065,3,6,27,14,49,34,0,64,28,86,67,3,16,77,17,13,32,18,0,25,13,63,11,86,2,0,0,14,2,72,11,84,0,0,156,100,65,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"235","3401779610",1,"West New York Town","017",1931,97,1873.07,97.5660279647851,1884,5,2718,1.44267515923567,497,1203,20752,14385,1,5,41,16,36,24,0,75,23,95,79,1,7,73,7,18,25,18,0,9,15,75,14,93,1,0,0,4,2,74,16,92,1,30,112,62,58,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,0.97,1207.65,99.3665383182213,1200,3,1799,1.49916666666667,483,826,20137,13432,2,6,45,14,34,25,0,75,22,96,81,2,9,73,9,20,33,23,0,11,16,73,12,94,1,0,0,6,1,92,0,94,1,30,86,41,84,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,0.97,665.42,102.792221454119,684,6,919,1.34356725146199,522,1885,21833,16250,0,4,35,20,41,23,0,76,25,93,74,1,4,72,4,12,12,10,0,7,13,80,17,90,1,0,0,2,2,43,44,90,1,0,158,100,39,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"236","3401900550",1,"Alexandria Township","019",17,88,14.96,100,17,6,25,1.47058823529412,570,1225,20120,13682,6,6,35,24,29,12,0,88,19,100,88,0,12,41,12,73,83,52,0,29,35,35,0,0,0,0,0,100,0,0,0,0,0,61,132,53,212,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.88,14.96,113.636363636364,17,6,25,1.47058823529412,570,1225,20120,13682,6,6,35,24,29,12,0,88,19,100,88,0,12,41,12,73,83,52,0,29,35,35,0,0,0,0,0,100,0,0,0,0,0,61,132,53,212,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"237","3401905650",1,"Bethlehem Township","019",3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"238","3401906370",1,"Bloomsbury Borough","019",9,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"239","3401909280",1,"Califon Borough","019",2,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"240","3401913720",1,"Clinton Town","019",17,90,15.3,100,17,6,25,1.47058823529412,472,1216,17539,11926,6,13,31,19,31,12,12,71,17,94,94,0,18,71,18,63,100,56,0,53,41,6,0,35,18,0,6,65,6,6,0,12,0,7,156,100,122,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.9,15.3,111.111111111111,17,6,25,1.47058823529412,472,1216,17539,11926,6,13,31,19,31,12,12,71,17,94,94,0,18,71,18,63,100,56,0,53,41,6,0,35,18,0,6,65,6,6,0,12,0,7,156,100,122,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"241","3401913750",2,"Clinton Township","019",38,88,33.44,100,38,5.39473684210526,74,1.94736842105263,558.868421052632,1224.78947368421,22515.3157894737,12268.2894736842,5.44736842105263,5.18421052631579,31.1842105263158,10.3157894736842,47.2631578947368,20.921052631579,0,79.078947368421,20.1842105263158,100,79.0526315789474,0,31.1578947368421,79.0526315789474,31.1578947368421,34.2631578947368,71.3421052631579,34.4473684210526,0,42.1315789473684,18.4473684210526,39.4210526315789,5.13157894736842,39.6315789473684,31.8157894736842,0,0,60.3684210526316,0,8.21052631578947,0,8.21052631578947,0,5.44736842105263,127.921052631579,100,168.842105263158,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0.88,33.44,113.636363636364,38,5.39473684210526,74,1.94736842105263,558.868421052632,1224.78947368421,22515.3157894737,12268.2894736842,5.44736842105263,5.18421052631579,31.1842105263158,10.3157894736842,47.2631578947368,20.921052631579,0,79.078947368421,20.1842105263158,100,79.0526315789474,0,31.1578947368421,79.0526315789474,31.1578947368421,34.2631578947368,71.3421052631579,34.4473684210526,0,42.1315789473684,18.4473684210526,39.4210526315789,5.13157894736842,39.6315789473684,31.8157894736842,0,0,60.3684210526316,0,8.21052631578947,0,8.21052631578947,0,5.44736842105263,127.921052631579,100,168.842105263158,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"242","3401917170",1,"Delaware Township","019",11,74,8.14,118.181818181818,13,6,20,1.53846153846154,449,683,18701,12155,0,8,23,46,23,8,0,92,17,100,92,8,0,69,0,89,100,60,0,38,31,31,0,15,15,0,0,69,0,0,0,0,0,0,57,23,191,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"243","3401918820",2,"East Amwell Township","019",6,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"244","3401923700",1,"Flemington Borough","019",145,88,127.6,97.9310344827586,142,5,206,1.45070422535211,503,1224,20462,14105,4,1,35,23,36,20,1,77,19,98,82,2,11,64,11,64,69,50,0,30,27,43,1,27,15,1,2,73,0,8,1,9,1,16,143,98,91,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,0.88,127.6,111.28526645768,142,5,206,1.45070422535211,503,1224,20462,14105,4,1,35,23,36,20,1,77,19,98,82,2,11,64,11,64,69,50,0,30,27,43,1,27,15,1,2,73,0,8,1,9,1,16,143,98,91,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
