"","PROPERTY_ID","PROPERTY_NAME","ADDRESS","CITY","TYPE","INSPECTIONS","MEAN_SCORE","MEDIAN_SCORE","MOST_RECENT_INSPECTION","OLDEST_INSPECTION","INSPECTION_INTERVAL"
"215","800014454","Tinton Woods",,"Jersey City","Multifamily",1,91,91,2015-07-16,2015-07-16,20
"216","800014474","Unico Towers","500 Manila Ave","Jersey City","Multifamily",1,88,88,2018-10-15,2018-10-15,20
"217","800014474","Unico Towers / Aka/ Grove Street","500 Manila Ave","Jersey City","Multifamily",3,95.3333333333333,95,2008-01-18,2000-12-22,6.66666666666667
"218","800014475","Schaefer Gardens","35 Sumner Ave","Union","Multifamily",1,98,98,2016-09-15,2016-09-15,20
"219","800014475","Schaefer Gardens","35 W Sumner Ave","Union","Multifamily",5,87,86,2013-09-13,2002-07-12,4
"220","800014478","Villa Borinquen","192 3rd St","Jersey City","Multifamily",1,91,91,2014-02-03,2014-02-03,20
"221","800014478","Villa Borinquen","398 Manila Ave","Jersey City","Multifamily",6,77.6666666666667,82,2017-10-25,2000-12-19,3.33333333333333
"222","800014485","Village Aparments Of Cherry Hill","212 Lourdes Ct","Cherry Hill","Multifamily",2,97.5,97.5,2017-08-10,2014-05-01,10
"223","800014485","Village Aparments Of Cherry Hill","212 Village Of Saint Mary","Cherry Hill","Multifamily",3,81.6666666666667,87,2007-11-02,2002-09-09,6.66666666666667
"224","800014486","Vineland Gardens","6th & Catherin Streets","Vineland","Multifamily",3,91.3333333333333,92,2007-11-20,2001-10-03,6.66666666666667
"225","800014486","Vineland Gardens",,"Vineland","Multifamily",1,94,94,2016-04-13,2016-04-13,20
"226","800014491","John P. Renna House","10 Gaston St","West Orange","Multifamily",1,81,81,2014-02-04,2014-02-04,20
"227","800014491","West Orange Senior Citizens Housing","10 Gaston St","West Orange","Multifamily",3,81.6666666666667,87,2007-11-05,2003-09-05,6.66666666666667
"228","800014510","Westmoor Gardens","111 West St","Englewood","Multifamily",1,90,90,2013-08-19,2013-08-19,20
"229","800014510","Westmoor Gardens","4 Slocum Ave","Englewood","Multifamily",8,70.5,75,2017-07-13,2001-12-04,2.5
"230","800014511","Westview Associates","111 Newark St","Hoboken","Multifamily",3,83,90,2010-05-24,2002-10-08,6.66666666666667
"231","800014511","Westview Associates","55 Bloomfield St","Hoboken","Multifamily",2,89.5,89.5,2016-09-28,2014-08-15,10
"232","800024048","Lakewood Plaza Ii","154 A Dr. M. L. King Drive","Lakewood","Multifamily",2,86,86,2019-07-29,2014-11-13,10
"233","800024048","Lakewood Plaza Ii",,"Lakewood","Multifamily",1,93,93,2016-02-22,2016-02-22,20
"234","800031258","Harmony House","714 Syracuse Street","Camden","Multifamily",1,92,92,2014-07-25,2014-07-25,20
"235","800031258","Harmony House","S. 7th St., Syracuse St.","Camden","Multifamily",1,89,89,2018-05-07,2018-05-07,20
"236","800031260","All American Gardens","1939 Phillips St","Camden","Multifamily",1,92,92,2014-10-30,2014-10-30,20
"237","800031260","All American Gardens","813 Chelton Ave","Camden","Multifamily",2,72,72,2019-08-12,2018-04-05,10
"238","800057930","Independence Manor At Hunterdon","1 Leisure Ct","Flemington","Multifamily",3,80.3333333333333,79,2020-02-26,2018-01-08,6.66666666666667
"239","800057930","Independence Manor At Hunterdon","188 Hwy 31","Flemington","Multifamily",1,65,65,2013-03-26,2013-03-26,20
"240","800057930","Independence Manor At Hunterdon","188 Route 31","Flemington","Multifamily",1,88,88,2014-05-21,2014-05-21,20
"241","800057973","Presbyterian Home@Franklin Twp","26b Cedar Grove Lane","Franklin Township","Multifamily",1,99,99,2018-09-27,2018-09-27,20
"242","800057973","Presbyterian Home@Franklin Twp",,"Somerset","Multifamily",1,95,95,2015-02-09,2015-02-09,20
"243","800058153","Ringwood Independent Living","210 Rivervale Rd","River Vale","Multifamily",1,73,73,2016-04-07,2016-04-07,20
"244","800058153","Ringwood Independent Living","210 Rivervale Rd","Rivervale","Multifamily",1,84,84,2014-01-15,2014-01-15,20
"245","800058153","Spectrum Ringwood Apartments, Inc.","20 Morris Rd","Ringwood","Multifamily",2,80,80,2020-02-27,2018-09-12,10
"246","800058176","Newman Springs","11 William St","Tinton Falls","Multifamily",1,87,87,2015-06-19,2015-06-19,20
"247","800058176","Newman Springs","11 Williams Rd","Tinton Falls","Multifamily",1,99,99,2018-07-18,2018-07-18,20
"248","800059355","Wheaton Pointe","20 Lanning Blvd","East Windsor","Multifamily",1,57,57,2017-08-23,2017-08-23,20
"249","800059355","Wheaton Pointe","Lanning Boulevard","Hightstown","Multifamily",1,98,98,2014-01-21,2014-01-21,20
"250","800059359","Pennsauken Lutheran Housing","5610 S Crescent Blvd","Pennsauken","Multifamily",1,85,85,2020-03-12,2020-03-12,20
"251","800059359","Pennsauken Senior Hsg","5610 S Crescent Blvd","Pennsauken","Multifamily",1,86,86,2015-03-03,2015-03-03,20
"252","800059367","B'nai B'rith Chesilhurst","227 White Horse Pike","Chesilhurst","Multifamily",2,77,77,2018-05-14,2016-07-25,10
"253","800059367","B'nai B'rith Chesilhurt","124 White Horse Pike","Chesilhurst","Multifamily",1,85,85,2014-01-13,2014-01-13,20
"254","800059401","Voorhees House","204 Homer Ave","Voorhees Township","Multifamily",1,92,92,2016-03-14,2016-03-14,20
"255","800059401","Voorhees House And Mount Ephraim House","204 Homer Ave","Voorhees Township","Multifamily",1,95,95,2019-08-13,2019-08-13,20
"256","800059448","Disabilities Resource","1449 Dehirsch Ave","Woodbine","Multifamily",1,90,90,2013-11-18,2013-11-18,20
"257","800059448","Disabilities Resource","Airport Rd","Woodbine","Multifamily",1,92,92,2016-12-13,2016-12-13,20
"258","800112421","Bridgewater Consumer Home","22 King Arthurs Ct","Bridgewater","Multifamily",1,90,90,2016-03-10,2016-03-10,20
"259","800112421","Bridgewater Consumer Home","416 Route 28","Bridgewater","Multifamily",1,88,88,2019-07-19,2019-07-19,20
"260","800112422","Msa Evesham Ilf","304 Elmwood Rd N","Evesham","Multifamily",1,94,94,2017-08-22,2017-08-22,20
"261","800112422","Msa Evesham Ilf","304 N Elmwood Rd","Marlton","Multifamily",1,97,97,2014-01-14,2014-01-14,20
"262","800112424","Atlantic County Independent Living Complex","86 Orchard Rd","Egg Harbor Township","Multifamily",3,64.6666666666667,65,2019-09-19,2016-08-15,6.66666666666667
"263","800112424","Atlantic County Independent Living Complex","86 Orchard Road","Pleasantville","Multifamily",1,89,89,2014-01-23,2014-01-23,20
"264","800211641","Advance Supportive Housing Pro","100 Hollister Rd","Teterboro","Multifamily",1,86,86,2014-11-14,2014-11-14,20
"265","800211641","Advance Supportive Housing Pro","75 Union St Apt 4a","Hackensack","Multifamily",2,68.5,68.5,2018-10-24,2017-01-12,10
"266","800212307","The Atrium At Hamilton Park","330 9th St","Jersey City","Multifamily",2,61.5,61.5,2019-08-20,2014-04-02,10
"267","800212307","The Atrium At Hamilton Park","350 9th St","Jersey City","Multifamily",1,80,80,2015-05-19,2015-05-19,20
"268","800213193","Hunterdon Consumer Home","18 Kline Boulevard","Readington Township","Multifamily",1,93,93,2019-03-26,2019-03-26,20
"269","800213193","Hunterdon Consumer Home",,"Readington","Multifamily",1,84,84,2016-01-27,2016-01-27,20
"270","800213223","Independence I Consumer Home","4303 Bridgeboro Road","Delran","Multifamily",1,77,77,2018-08-08,2018-08-08,20
"271","800213223","Independence I Consumer Home","4303 Bridgeboro Road","Riverside","Multifamily",2,68.5,68.5,2016-12-05,2015-01-06,10
"272","800213243","B'nai B'rith Elmwood House Ii","444 Elmwood Rd N","Marlton","Multifamily",1,46,46,2017-09-12,2017-09-12,20
"273","800213243","B'nai B'rith Elmwood House Ii","444 N Elmwood Rd","Marlton","Multifamily",1,97,97,2014-01-15,2014-01-15,20
"274","800214991","West Deptford Senior Housing","981 Grove Rd","West Deptford","Multifamily",1,81,81,2015-01-08,2015-01-08,20
"275","800214991","West Deptford Senior Housing","Grove Road","Thorofare","Multifamily",2,89,89,2020-03-13,2017-08-21,10
"276","800215015","Jefferson Chase","5782 Berkshire Valley Rd","Jefferson Township","Multifamily",2,83.5,83.5,2018-10-22,2017-01-30,10
"277","800215015","Jefferson Chase","5782 Berkshire Valley Rd","Oak Ridge","Multifamily",1,89,89,2014-12-19,2014-12-19,20
"278","800215034","Union County Supported Living","482 Booth Ct","Rahway","Multifamily",1,54,54,2014-09-09,2014-09-09,20
"279","800215034","Union County Supported Living","682 Booth Court","Rahway","Multifamily",1,71,71,2018-09-14,2018-09-14,20
"280","800215034","Union County Supported Living",,"Rahway","Multifamily",1,88,88,2015-04-14,2015-04-14,20
"281","800215062","Cape Housing I","17 W Shell Bay Ave","Cape May Court House","Multifamily",1,99,99,2018-08-16,2018-08-16,20
"282","800215062","Cape Housing I","46 Heron Way","North Cape May","Multifamily",1,98,98,2015-02-04,2015-02-04,20
"283","800217151","Amity Village #7","410,474-76, 519, 534-36,","Newark","Multifamily",2,70.5,70.5,2019-08-26,2018-03-16,10
"284","800217151","Amity Village #7",,"Newark","Multifamily",1,82,82,2015-10-30,2015-10-30,20
"285","800217526","Clare Court","201 Crosswicks St","Bordentown","Multifamily",1,80,80,2017-10-25,2017-10-25,20
"286","800217526","The Monastery","201 Crosswicks St","Bordentown","Multifamily",2,73,73,2015-09-01,2014-04-02,10
"287","800217551","Lafayette Village","107 Manning Ave","Jersey City","Multifamily",2,90.5,90.5,2018-09-12,2015-07-15,10
"288","800217551","Lafayette Village","579 Grand St","Jersey City","Multifamily",1,88,88,2013-01-24,2013-01-24,20
"289","800217552","Assisted Living At Howell","Route 9","Howell","Multifamily",2,53.5,53.5,2018-04-26,2014-01-13,10
"290","800217552","Assisted Living At Howell",,"Howell","Multifamily",1,35,35,2015-08-26,2015-08-26,20
"291","800219744","Elm Court Ii","300 Elm Rd","Princeton","Multifamily",1,86,86,2015-10-20,2015-10-20,20
"292","800219744","Elm Court Ii","310 Elm Rd","Princeton","Multifamily",1,83,83,2018-02-08,2018-02-08,20
"293","800221656","Haven House At St. John Of God Senior Housing","680 Town Bank Rd","North Cape May","Multifamily",1,87,87,2019-08-22,2019-08-22,20
"294","800221656","St. John Of God Senior Housing","680 Town Bank Rd","North Cape May","Multifamily",1,99,99,2016-02-08,2016-02-08,20
"295","800224006","Community Options Eleanor","74 Scenic Drive","Howell","Multifamily",1,94,94,2018-02-05,2018-02-05,20
"296","800224006","Community Options Eleanor",,"Howell","Multifamily",1,77,77,2015-05-29,2015-05-29,20
"297","800224007","Jsdd Supportive Living Ii","18 Jeffrie Trl","Whippany","Multifamily",2,66,66,2019-11-15,2018-06-07,10
"298","800224007","Jsdd Supportive Living Ii","901 Route 10","Whippany","Multifamily",2,67.5,67.5,2016-09-20,2015-06-22,10
"299","800225125","Caringhomes 2007 - Atlantic Co","5905 Buttercup Ln","Mays Landing","Multifamily",2,91,91,2020-01-16,2016-10-20,10
"300","800225125","Caringhomes 2007 - Atlantic Co",,"Egg Harbor Township","Multifamily",1,78,78,2015-06-29,2015-06-29,20
"301","800225131","Atlantic County Homes, Inc.","527 S 10th Ave","Galloway","Multifamily",1,91,91,2020-01-21,2020-01-21,20
"302","800225131","Baltimore Supportive Housing Project","737 12th St","Hammonton","Multifamily",1,93,93,2015-05-28,2015-05-28,20
"303","800225970","Cpnj Livingston Residence","652 S Orange Ave","Livingston","Multifamily",1,93,93,2016-01-19,2016-01-19,20
"304","800225970","Cpnj Livingston Residence","670 S Orange Ave","Livingston","Multifamily",1,75,75,2019-05-31,2019-05-31,20
"305","800225981","Caringhomes 2008 - Atlantic City","610 Seminole Ave","Absecon","Multifamily",1,84,84,2015-06-23,2015-06-23,20
"306","800225981","Caringhomes 2008 - Atlantic County","610 Seminole Ave","Absecon","Multifamily",1,84,84,2018-08-03,2018-08-03,20
"307","800232178","Advance Housing 2009","10 State Highway Route 94","Lafayette","Multifamily",1,59,59,2019-05-30,2019-05-30,20
"308","800232178","Advance Housing 2009",,"Lafayette","Multifamily",1,90,90,2016-01-28,2016-01-28,20
"309","800240064","Excel On The Hudson","5701 Kennedy Blvd E","West New York","Multifamily",1,71,71,2019-04-29,2019-04-29,20
"310","800240064","Overlook Terrace North","5701 Kennedy Blvd E","West New York","Multifamily",1,88,88,2016-09-09,2016-09-09,20
"311","NJ002002006","Stephen Crane","22 Magnolia Ln S","Newark","Public Housing",2,69.5,69.5,2010-03-25,2009-04-24,10
"312","NJ002002006","Stephen Crane","22 S Magnolia Ln","Newark","Public Housing",2,83,83,2019-03-05,2015-12-29,10
"313","NJ002002014","Bradley Court","88 N Munn Ave","Newark","Public Housing",1,42,42,2009-06-08,2009-06-08,20
"314","NJ002002014","Bradley Court","90 N Munn Ave","Newark","Public Housing",3,50,52,2019-02-01,2015-12-17,6.66666666666667
"315","NJ002002016","Baxter-Crane","60 Cedar Ln","Newark","Public Housing",3,79.6666666666667,80,2018-07-26,2016-02-19,6.66666666666667
"316","NJ002002016","Baxter-Crane","900 Franklin Ave","Newark","Public Housing",2,82,82,2010-03-15,2009-09-03,10
"317","NJ002002017","Kretchmer-Boyden","31 Van Vechten St","Newark","Public Housing",4,64.75,69,2020-02-25,2016-02-26,5
"318","NJ002002017","Kretchmer-Boyden","991 Frelinghuysen Ave","Newark","Public Housing",2,54,54,2010-06-30,2009-06-11,10
"319","NJ002002022","Kretchmer-Boyden-E","120 Dayton St","Newark","Public Housing",2,75.5,75.5,2020-02-18,2018-04-23,10
"320","NJ002002022","Kretchmer-Boyden-E","130 Dayton St","Newark","Public Housing",1,83,83,2016-02-03,2016-02-03,20
"321","NJ002002080","Montgomery Height-I","671 M L King Blvd","Newark","Public Housing",1,,,,,20
"322","NJ002002080","Montgomery Height-I","671 M L King Blvd Ste 1","Newark","Public Housing",3,82.3333333333333,81,2020-03-02,2015-12-02,6.66666666666667
"323","NJ002003004","Betty Shabazz Village","192 Court St","Newark","Public Housing",2,70,70,2010-04-21,2009-08-27,10
"324","NJ002003004","Betty Shabazz Village","202b Court St","Newark","Public Housing",4,49.25,46,2020-02-19,2016-06-23,5
